Unnamed: 0,scheme_code,scheme_name,amc_name,plan_type,risk_profile,created_at,inception_date,scheme_category,scheme_subcategory,benchmark_index_code
511,152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:31:14.129358+00:00,01-11-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
512,146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:31:14.657968+00:00,19-02-2019,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
513,119212,DSP Small Cap Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:31:15.139471+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
514,146196,Edelweiss Small Cap Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:31:15.714871+00:00,14-02-2019,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
515,118525,Franklin India Small Cap Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:31:16.276157+00:00,01-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
516,154063,Groww Small Cap Fund-Direct-Growth,Groww Mutual Fund,Direct,Very High,2026-02-09 09:31:16.603484+00:00,02-02-2026,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
517,130503,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:31:17.148432+00:00,30-06-2014,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
518,153912,Helios Small Cap Fund - Direct Plan - Growth Option,Helios Mutual Fund,Direct,Very High,2026-02-09 09:31:17.500374+00:00,28-11-2025,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
519,151130,HSBC Small Cap Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:31:18.075295+00:00,28-11-2022,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
520,120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:31:18.689515+00:00,03-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
521,145137,Invesco India Smallcap Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:31:19.100468+00:00,02-11-2018,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
522,147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:31:19.499491+00:00,19-02-2020,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
523,152614,JM Small Cap Fund (Direct) - Growth Option,JM Financial Mutual Fund,Direct,Very High,2026-02-09 09:31:19.844345+00:00,24-06-2024,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
524,120164,Kotak-Small Cap Fund - Growth - Direct,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:31:20.415822+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
525,152004,LIC MF Small Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:31:20.799889+00:00,31-07-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
526,150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:31:21.516226+00:00,14-12-2022,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
527,153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:31:21.854854+00:00,03-02-2025,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
528,152237,Motilal Oswal Small Cap Fund - Direct - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:31:22.231685+00:00,29-12-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
529,118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:31:22.767834+00:00,03-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
530,118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:31:23.280266+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
531,149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:31:23.672458+00:00,02-08-2021,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
532,120828,quant Small Cap Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:31:24.317469+00:00,07-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
533,152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:31:24.793535+00:00,03-11-2023,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
534,125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:31:25.337148+00:00,18-11-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
535,119589,Sundaram Small Cap Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:31:25.876457+00:00,02-01-2013,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
536,145206,Tata Small Cap Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:31:26.303185+00:00,13-11-2018,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
537,152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Direct,Very High,2026-02-09 09:31:26.643857+00:00,05-11-2024,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
538,129649,Union Small Cap Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:31:27.090258+00:00,17-06-2014,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
539,148618,UTI Small Cap Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:31:27.579147+00:00,23-12-2020,Equity Scheme,Small Cap Fund,NIFTY_SMALLCAP_250
